City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
484,Primero De Marzo,PY,-25.153,-56.928,98.51,33,93,5.48,overcast clouds
485,Zhuhai,CN,22.2769,113.5678,78.06,88,40,10.36,scattered clouds
486,Nouakchott,MR,18.0858,-15.9785,82.33,54,11,16.55,few clouds
487,Alpena,US,45.0617,-83.4327,43.12,51,40,4.0,scattered clouds
488,Tual,ID,-5.6667,132.75,83.64,76,100,8.16,overcast clouds
489,Cauquenes,CL,-35.9671,-72.3225,69.22,16,0,20.87,clear sky
490,Redding,US,40.5865,-122.3917,65.43,75,90,16.11,overcast clouds
491,Kharan,PK,28.5833,65.4167,66.88,15,0,2.1,clear sky
492,Lyngseidet,NO,69.5763,20.2189,37.49,83,88,13.06,overcast clouds
493,Krasnovishersk,RU,60.4078,57.082,30.58,91,100,11.21,light snow
494,Batsfjord,NO,70.6345,29.7185,37.33,76,97,5.17,overcast clouds
495,Lompoc,US,34.6391,-120.4579,79.11,65,1,12.66,clear sky
496,Shellbrook,CA,53.2168,-106.4011,42.03,49,100,2.48,overcast clouds
497,Ulundi,ZA,-28.3352,31.4162,65.57,86,100,4.27,overcast clouds
498,Leglise,BE,49.7999,5.5365,43.16,98,98,6.49,overcast clouds
499,Denia,ES,38.8408,0.1057,59.74,66,10,4.0,clear sky
500,Leningradskiy,RU,69.3833,178.4167,-8.97,94,94,5.5,overcast clouds
501,Krasnyy Chikoy,RU,50.3643,108.7512,5.31,76,100,5.5,overcast clouds
502,Flin Flon,CA,54.7682,-101.865,40.84,70,20,6.91,few clouds
503,Gitarama,RW,-2.0744,29.7567,58.46,93,42,2.86,scattered clouds
504,Chauk,MM,20.8833,94.8167,75.72,91,55,3.69,broken clouds
505,Guhagar,IN,17.4842,73.1929,76.64,85,21,4.14,few clouds
506,Mehamn,NO,71.0357,27.8492,37.31,69,75,3.44,broken clouds
507,Keuruu,FI,62.2667,24.7,44.74,93,99,6.8,overcast clouds
508,Kapoeta,SS,4.7717,33.5903,81.91,42,4,4.68,clear sky
509,Saint-Joseph,RE,-21.3667,55.6167,71.98,81,14,4.27,few clouds
510,Hudson Bay,CA,52.85,-102.3842,47.68,43,100,6.49,overcast clouds
511,Fort Saint James,CA,54.4333,-124.25,39.72,99,100,3.51,overcast clouds
512,Port-Cartier,CA,50.0334,-66.8654,39.42,37,70,6.4,broken clouds
513,Moyale,KE,3.5167,39.0584,71.28,60,26,8.28,scattered clouds
514,Paredon,MX,16.0333,-93.8667,86.45,58,96,6.87,overcast clouds
515,Forbes,AU,-33.3833,148.0167,63.91,91,87,5.7,overcast clouds
516,Aracoiaba Da Serra,BR,-23.5053,-47.6142,86.86,37,24,3.6,few clouds
517,Druzhba,UA,52.0428,33.9453,48.11,91,100,11.36,overcast clouds
518,Abu Samrah,SY,35.3029,37.1841,66.88,48,4,2.24,clear sky
519,Hervey Bay,AU,-25.2986,152.8535,65.01,82,100,10.13,overcast clouds
520,Jalu,LY,29.0331,21.5482,80.2,24,2,7.81,clear sky
521,Endicott,US,42.0984,-76.0494,46.96,59,90,1.01,overcast clouds
522,Sayyan,YE,15.1718,44.3244,56.82,31,3,3.71,clear sky
523,Portland,US,45.5234,-122.6762,59.09,91,90,5.01,moderate rain
524,Akyab,MM,20.15,92.9,76.19,68,86,4.29,overcast clouds
525,Praya,CV,14.9215,-23.5087,81.14,69,0,8.05,clear sky
526,Beloha,MG,-25.1667,45.05,69.91,84,8,7.67,clear sky
527,Turka,UA,49.1541,23.0297,53.8,86,100,16.15,light rain
528,Aquiraz,BR,-3.9014,-38.3911,84.29,69,99,11.01,overcast clouds
529,Oyugis,KE,-0.509,34.7358,64.2,90,96,4.14,moderate rain
530,Matara,LK,5.9485,80.5353,76.89,90,78,7.14,broken clouds
531,Olafsvik,IS,64.8945,-23.7142,43.23,81,99,15.23,light rain
532,Rovaniemi,FI,66.5,25.7167,33.21,100,90,5.75,light snow
533,Verkhnyaya Inta,RU,65.9811,60.3094,33.58,97,100,24.07,light rain
534,Lata,PT,40.1629,-8.3327,55.06,80,3,3.78,clear sky
535,Boende,CD,-0.2167,20.8667,72.41,96,70,2.68,broken clouds
536,Botwood,CA,49.1499,-55.3482,41.9,91,100,11.21,overcast clouds
537,Council Bluffs,US,41.2619,-95.8608,59.52,59,40,12.66,scattered clouds
538,Rapid Valley,US,44.0625,-103.1463,70.03,35,1,3.0,clear sky
539,Grua,NO,60.2667,10.6667,38.46,84,0,2.93,clear sky
540,Cam Ranh,VN,11.9214,109.1591,78.76,83,20,5.75,few clouds
541,Luorong,CN,24.4058,109.6086,70.03,95,25,3.18,scattered clouds
542,Campbell River,CA,50.0163,-125.2446,54.32,95,90,4.0,mist
543,Mpika,ZM,-11.8343,31.4529,73.58,37,12,7.16,few clouds
544,Lincoln,US,40.8,-96.667,58.01,64,20,4.0,few clouds
545,Dongsheng,CN,39.8161,109.9776,42.42,91,85,9.22,overcast clouds
546,Sesheke,ZM,-17.4759,24.2968,77.65,51,100,5.37,overcast clouds
547,Katsuura,JP,35.1333,140.3,57.18,70,50,10.51,scattered clouds
548,Nyuksenitsa,RU,60.4128,44.2397,44.4,89,100,11.61,overcast clouds
549,Catuday,PH,16.2923,119.8062,77.99,78,100,8.88,overcast clouds
550,Bunia,CD,1.5667,30.25,63.0,91,97,2.82,overcast clouds
551,Toora-Khem,RU,52.4675,96.11,-11.43,97,31,0.98,scattered clouds
552,Towada,JP,40.6127,141.2067,48.2,86,100,3.49,overcast clouds
553,Boyolangu,ID,-8.1181,111.8935,75.51,90,98,1.95,overcast clouds
554,Melita,CA,49.2681,-100.9967,55.54,46,98,11.97,overcast clouds
555,Mnogovershinnyy,RU,53.9353,139.9242,21.6,75,12,2.33,few clouds
556,The Valley,AI,18.217,-63.0578,85.86,74,40,12.66,scattered clouds
557,Sistranda,NO,63.7256,8.834,44.91,78,100,18.95,moderate rain
558,San Quintin,MX,30.4833,-115.95,69.73,67,0,11.05,clear sky
559,Neryungri,RU,56.6709,124.6491,22.68,95,100,4.43,light snow
560,Domvraina,GR,38.25,22.9833,62.76,69,6,3.65,clear sky
561,Victor Harbor,AU,-35.5667,138.6167,59.9,94,3,6.89,clear sky
562,Borba,BR,-4.3878,-59.5939,89.91,53,100,5.37,light rain
563,Shimoda,JP,34.6667,138.95,55.11,76,2,8.52,clear sky
564,Poykovskiy,RU,61.2333,73.3333,28.69,100,75,15.66,broken clouds
565,Canico,PT,32.6333,-16.85,68.72,77,40,11.5,scattered clouds
566,Iracoubo,GF,5.4802,-53.2011,83.91,67,96,9.37,overcast clouds
567,Rock Sound,BS,24.9,-76.2,79.52,73,100,7.0,overcast clouds
568,Cidreira,BR,-30.1811,-50.2056,71.38,87,52,11.03,broken clouds
569,Crotone,IT,39.0851,17.1178,69.75,100,60,5.75,broken clouds
570,Vila Velha,BR,-20.3297,-40.2925,75.15,83,75,13.8,broken clouds
571,Purpe,RU,64.4803,76.6897,24.13,94,93,18.48,overcast clouds
572,Ewa Beach,US,21.3156,-158.0072,81.09,75,40,11.01,scattered clouds
573,Bonavista,CA,48.6499,-53.1147,45.12,85,14,24.47,few clouds
574,Santa Ana,US,33.7456,-117.8678,88.03,71,20,1.01,haze
575,Bandarbeyla,SO,9.4942,50.8122,78.12,73,1,9.42,clear sky
576,Byron Bay,AU,-28.65,153.6167,68.88,73,100,5.39,overcast clouds
577,Itarema,BR,-2.9248,-39.9167,84.9,62,61,14.36,broken clouds
578,Maniitsoq,GL,65.4167,-52.9,31.06,62,100,13.24,light snow
579,Thinadhoo,MV,0.5333,72.9333,83.55,66,100,14.76,overcast clouds
580,Midrand,ZA,-25.9636,28.1378,72.7,64,67,7.74,broken clouds
581,Nizhniy Kuranakh,RU,58.8353,125.4869,23.07,95,100,8.03,light snow
582,Coihueco,CL,-36.6167,-71.8333,65.14,27,20,20.71,few clouds
583,Poli,TZ,-3.3333,36.8,65.37,67,69,6.11,broken clouds
584,Shache,CN,38.4167,77.2406,52.18,23,100,15.59,overcast clouds
585,Yangjiang,CN,21.85,111.9667,72.95,93,14,4.7,few clouds
586,Marsabit,KE,2.3284,37.9899,75.18,44,100,16.4,overcast clouds
587,Santa Lucia,ES,27.9117,-15.5407,63.77,83,75,16.11,broken clouds
588,Terre-De-Bas,GP,15.8501,-61.6442,86.41,69,76,16.44,broken clouds
589,Kurilsk,RU,45.2333,147.8833,42.3,82,100,4.16,overcast clouds
590,Acuitzio,MX,20.345,-101.9771,78.53,25,66,2.33,broken clouds
591,Alvor,PT,37.1299,-8.5917,60.67,58,0,11.05,clear sky
592,Fougamou,GA,-1.2154,10.5838,75.79,95,100,2.1,moderate rain
593,Tambura,SS,5.6,27.4667,70.65,90,100,1.95,light rain
594,Serafimovich,RU,49.5786,42.736,51.53,63,100,10.11,overcast clouds
595,Paita,PE,-5.0892,-81.1144,77.56,69,57,15.73,broken clouds
596,Champerico,GT,14.3,-91.9167,91.94,70,94,5.79,overcast clouds
597,Ambon,ID,-3.6954,128.1814,81.07,79,100,2.64,heavy intensity rain
598,Krasnoslobodsk,RU,48.7072,44.5714,49.82,57,100,15.66,haze
599,Lufilufi,WS,-13.8745,-171.5986,82.18,78,99,10.92,moderate rain
600,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.19,79,0,8.95,clear sky
601,Torres,BR,-29.3353,-49.7269,78.82,76,10,8.43,clear sky
602,Sweetwater,US,25.7634,-80.3731,82.99,73,90,1.01,overcast clouds
603,Shingu,JP,33.7333,135.9833,52.54,79,0,7.96,clear sky
604,Virginia Beach,US,36.8529,-75.978,52.09,81,90,6.91,overcast clouds
605,Kosh-Agach,RU,50.0,88.6667,-8.3,81,16,3.69,few clouds
606,Natal,BR,-5.795,-35.2094,84.85,70,75,13.8,broken clouds
607,Gamba,GA,-2.65,10.0,77.52,89,100,5.99,overcast clouds
608,Clarence Town,AU,-32.5833,151.7833,66.85,95,100,3.8,overcast clouds
609,Columbus,US,39.9612,-82.9988,51.33,45,75,8.05,light rain
610,Rabo De Peixe,PT,37.8,-25.5833,68.27,95,40,16.11,scattered clouds
611,Alanya,TR,36.5438,31.9998,62.73,57,0,2.93,clear sky
612,Isangel,VU,-19.55,169.2667,71.71,83,89,4.61,overcast clouds
613,Madang,PG,-5.2246,145.7966,75.25,91,92,4.9,overcast clouds
614,Araouane,ML,18.9048,-3.5265,87.64,15,0,3.11,clear sky
615,San Pedro De Macoris,DO,18.4616,-69.2972,86.61,71,45,5.08,light rain
616,Obo,CF,5.3998,26.4869,69.67,95,100,3.33,light rain
617,Pauini,BR,-7.7136,-66.9764,86.68,62,100,2.82,overcast clouds
618,Khasan,RU,42.4308,130.6434,47.26,85,7,3.11,clear sky
619,Raudeberg,NO,61.9875,5.1352,45.19,95,100,3.0,overcast clouds
620,Ngama,TD,11.7833,17.1667,90.25,25,100,6.35,overcast clouds
621,Ngunguru,NZ,-35.6167,174.5,58.15,96,100,14.63,overcast clouds
622,Hami,CN,42.8,93.45,33.75,37,100,21.74,light rain
623,Ballina,AU,-28.8667,153.5667,60.76,94,90,3.44,overcast clouds
624,Camacha,PT,33.0833,-16.3333,65.16,59,20,9.22,few clouds
625,Sept-Iles,CA,50.2001,-66.3821,39.72,46,20,8.05,few clouds
626,Ahome,MX,25.9167,-109.1833,84.15,38,0,7.65,clear sky
627,Krasnoarmeysk,RU,51.0239,45.6969,39.07,55,100,14.85,overcast clouds
628,Mackenzie,CA,55.2999,-123.1698,37.62,100,90,4.61,overcast clouds
629,Rawa Mazowiecka,PL,51.7644,20.2549,51.62,74,73,17.69,broken clouds
630,Pemangkat,ID,1.1667,108.9667,77.63,86,100,3.94,overcast clouds
631,Griffith,US,41.5284,-87.4237,49.05,47,1,1.01,clear sky
632,Dedza,MW,-14.3779,34.3332,71.24,37,13,3.49,few clouds
633,Kruisfontein,ZA,-34.0033,24.7314,57.88,86,16,1.88,few clouds
634,Nishihara,JP,26.1842,127.7558,70.88,60,0,9.22,clear sky
635,Amapa,BR,1.0,-52.0,90.1,46,79,5.14,broken clouds
636,Alyangula,AU,-13.8483,136.4192,76.87,100,82,3.44,broken clouds
637,Bongandanga,CD,1.5,21.05,71.1,98,66,2.26,moderate rain
638,Buenos Aires,AR,-34.6132,-58.3772,85.01,68,20,10.36,few clouds
639,Mitsamiouli,KM,-11.3847,43.2844,79.75,75,36,3.56,scattered clouds
640,Buala,SB,-8.145,159.5921,79.99,79,100,6.69,light rain
641,Coxim,BR,-18.5067,-54.76,96.31,35,97,7.56,overcast clouds
642,Broome,US,42.2506,-75.833,47.01,61,90,1.01,overcast clouds
643,Torrington,US,41.8007,-73.1212,50.34,46,100,1.01,overcast clouds
644,Rocha,UY,-34.4833,-54.3333,74.97,73,98,7.61,overcast clouds
645,Itoman,JP,26.1247,127.6694,71.62,60,0,9.22,clear sky
646,Gwadar,PK,25.1216,62.3254,77.99,67,0,9.46,clear sky
647,Bardiyah,LY,31.7561,25.0865,73.8,73,0,8.25,clear sky
648,Souillac,MU,-20.5167,57.5167,71.98,83,20,3.44,few clouds
649,Corning,US,42.1428,-77.0547,46.44,54,75,5.75,broken clouds
650,Khanpur,PK,28.6453,70.6567,74.03,23,0,6.91,clear sky
651,Marystown,CA,47.1666,-55.1483,45.86,100,78,11.99,broken clouds
652,Russell,US,32.3502,-85.1999,61.88,63,90,5.75,overcast clouds
653,Zhezkazgan,KZ,47.8043,67.7144,17.31,44,5,7.63,clear sky
654,Salatiga,ID,-7.3319,110.4928,59.32,92,100,0.74,overcast clouds
655,Rincon,US,32.296,-81.2354,67.86,58,75,1.01,broken clouds
656,Agadir,MA,30.4202,-9.5982,66.65,57,2,13.18,clear sky
657,Shubarshi,KZ,48.5872,57.1869,25.63,33,0,10.09,clear sky
658,Rio Gallegos,AR,-51.6226,-69.2181,62.65,25,75,34.52,broken clouds
659,Sanandaj,IR,35.3144,46.9923,53.04,67,32,5.99,scattered clouds
660,Nizwa,OM,22.9333,57.5333,73.0,44,0,4.34,clear sky
661,Bethanien,NA,-26.502,17.1583,77.88,15,100,16.2,overcast clouds
662,Poroshkovo,UA,48.6683,22.7533,54.01,100,100,8.66,light rain
663,Ola,RU,59.5833,151.2833,25.99,90,100,4.0,overcast clouds
664,Talisayan,PH,6.9872,121.9272,78.96,86,100,2.82,overcast clouds
665,Arys,KZ,42.4252,68.795,32.22,42,0,22.7,clear sky
666,Madimba,TZ,-10.4,40.3333,76.86,85,0,7.43,clear sky
667,Acurenam,GQ,1.0322,10.6488,69.06,96,100,1.01,light rain
668,Dukat,RU,62.55,155.55,5.11,96,64,5.95,broken clouds
669,Sagua La Grande,CU,22.8067,-80.0756,81.59,67,100,8.32,overcast clouds
670,Ponta Delgada,PT,37.7333,-25.6667,69.49,82,40,16.11,scattered clouds
671,Myitkyina,MM,25.3833,97.4,64.51,90,62,1.83,broken clouds
672,Soyo,AO,-6.1349,12.3689,78.75,81,76,7.94,broken clouds
673,Lethem,GY,3.3803,-59.7968,96.66,34,49,12.03,scattered clouds
674,Kununurra,AU,-15.7667,128.7333,78.78,89,75,3.44,broken clouds
675,Saint-Jerome,CA,45.7804,-74.0036,45.23,53,40,4.61,scattered clouds
676,Santa Teresa,VE,10.2341,-66.6631,89.42,41,9,5.75,clear sky
677,Rawson,AR,-43.3002,-65.1023,64.83,19,44,14.85,scattered clouds
678,Santa Isabel,BR,-23.3156,-46.2214,81.7,48,39,9.64,scattered clouds
679,Kedougou,SN,12.5579,-12.1743,86.5,49,62,3.11,light rain
680,Luau,AO,-10.7073,22.2247,66.76,93,91,2.04,light rain
681,Bac Lieu,VN,9.285,105.7244,78.96,87,87,9.75,overcast clouds
682,Mitchell,US,43.7094,-98.0298,58.1,55,1,3.0,clear sky
683,Moanda,GA,-1.5575,13.2178,70.75,97,78,2.19,moderate rain
684,Aloleng,PH,16.1307,119.7824,78.26,79,95,8.12,overcast clouds
685,Codajas,BR,-3.8367,-62.0569,91.29,49,83,5.14,broken clouds
686,Shirvan,AZ,39.9509,48.8994,59.63,57,100,17.07,overcast clouds
687,Orlik,RU,52.5178,99.825,-7.87,73,11,3.96,few clouds
688,Alice Springs,AU,-23.7,133.8833,69.35,64,91,0.0,overcast clouds
689,Abnub,EG,27.2696,31.1511,76.32,36,0,8.97,clear sky
690,Lunenburg,CA,44.3835,-64.3155,51.01,48,84,10.36,broken clouds
691,Ishigaki,JP,24.3448,124.1572,77.86,71,85,18.39,overcast clouds
692,Lazaro Cardenas,MX,17.9583,-102.2,83.89,68,97,4.56,overcast clouds
693,Mitu,CO,1.1983,-70.1733,81.59,86,98,1.86,overcast clouds
694,Vao,NC,-22.6667,167.4833,68.7,61,100,10.78,overcast clouds
695,Sangar,RU,63.9242,127.4739,9.95,96,100,5.64,light snow
696,Teguise,ES,29.0605,-13.564,66.42,64,40,9.22,scattered clouds
697,Mbandaka,CD,0.0487,18.2603,76.68,78,100,2.64,overcast clouds
698,Kursk,RU,51.7303,36.1939,50.2,93,75,8.95,mist
699,Marsa Matruh,EG,31.3525,27.2453,73.29,75,0,9.4,clear sky
700,Inhambane,MZ,-23.865,35.3833,72.82,78,5,10.58,clear sky
701,Wanning,CN,18.8003,110.3967,76.89,90,47,4.34,scattered clouds
702,Methoni,GR,36.8197,21.7049,67.21,86,62,12.88,broken clouds
703,Lang Son,VN,21.8333,106.7333,70.77,94,100,3.29,overcast clouds
704,Biak,ID,-0.9131,122.8766,76.57,85,100,0.4,overcast clouds
705,Charlottetown,CA,46.2352,-63.1267,45.19,48,75,8.99,broken clouds
706,Curup,ID,-3.4667,102.5333,67.55,98,100,1.05,moderate rain
707,Varna,BG,43.2167,27.9167,62.24,81,0,3.44,clear sky
708,Kushiro,JP,42.975,144.3747,46.44,92,98,6.91,overcast clouds
709,Sarti,GR,40.1,23.9833,63.57,87,0,3.04,clear sky
710,Winnemucca,US,40.973,-117.7357,64.45,34,75,24.16,broken clouds
711,Svetlogorsk,BY,52.6333,29.7333,49.48,88,100,15.23,overcast clouds
712,Black River,JM,18.0264,-77.8487,86.0,65,26,8.28,scattered clouds
713,Christchurch,NZ,-43.5333,172.6333,54.91,69,28,3.0,scattered clouds
714,La Puebla Del Rio,ES,37.2679,-6.0626,60.19,57,0,6.91,clear sky
715,Wladyslawowo,PL,54.7909,18.4009,48.94,77,77,22.26,broken clouds
716,Coalinga,US,36.1397,-120.3602,69.58,68,6,5.95,clear sky
717,Tepelene,AL,40.2958,20.0192,71.19,66,100,10.0,overcast clouds
718,Lensk,RU,60.7253,114.9278,5.07,82,100,9.75,overcast clouds
719,Maningrida,AU,-12.0667,134.2667,80.85,81,81,5.21,broken clouds
720,Karratha,AU,-20.7377,116.8463,77.04,51,52,10.49,light rain
721,Dolores,AR,-36.3132,-57.6792,75.24,63,95,10.09,overcast clouds
722,Fort Portal,UG,0.6617,30.2748,60.12,98,99,2.53,light rain
723,Devrek,TR,41.2192,31.9558,61.32,74,0,4.79,clear sky
724,Galesong,ID,-5.3166,119.3661,77.02,81,91,5.12,overcast clouds
725,Guozhen,CN,34.3659,107.359,54.61,85,98,2.19,moderate rain
726,Kirensk,RU,57.7853,108.1119,5.68,73,100,8.55,overcast clouds
